topic_id,doc1_id,doc2_id,pair_type
155,en.noclean.c4-train.02889-of-07168.14618,en.noclean.c4-train.01580-of-07168.110023,contradiction
155,en.noclean.c4-train.04832-of-07168.12467,en.noclean.c4-train.04279-of-07168.31751,contradiction
156,en.noclean.c4-train.07165-of-07168.37128,en.noclean.c4-train.03860-of-07168.44892,contradiction
156,en.noclean.c4-train.00828-of-07168.147989,en.noclean.c4-train.04107-of-07168.14495,contradiction
156,en.noclean.c4-train.02444-of-07168.138309,en.noclean.c4-train.05710-of-07168.80798,contradiction
157,en.noclean.c4-train.02793-of-07168.93530,en.noclean.c4-train.05287-of-07168.1336,contradiction
158,en.noclean.c4-train.04399-of-07168.13817,en.noclean.c4-train.05244-of-07168.110352,contradiction
158,en.noclean.c4-train.05947-of-07168.28592,en.noclean.c4-train.03260-of-07168.36028,contradiction
158,en.noclean.c4-train.06707-of-07168.265,en.noclean.c4-train.03307-of-07168.7832,contradiction
158,en.noclean.c4-train.04533-of-07168.103058,en.noclean.c4-train.05931-of-07168.42199,contradiction
158,en.noclean.c4-train.01677-of-07168.40084,en.noclean.c4-train.03922-of-07168.16571,contradiction
158,en.noclean.c4-train.03099-of-07168.24822,en.noclean.c4-train.01904-of-07168.65405,contradiction
158,en.noclean.c4-train.04635-of-07168.79056,en.noclean.c4-train.00020-of-07168.100888,contradiction
158,en.noclean.c4-train.04711-of-07168.76921,en.noclean.c4-train.06065-of-07168.130731,contradiction
158,en.noclean.c4-train.06284-of-07168.8663,en.noclean.c4-train.04603-of-07168.68572,contradiction
158,en.noclean.c4-train.05367-of-07168.44052,en.noclean.c4-train.02048-of-07168.106991,contradiction
158,en.noclean.c4-train.04465-of-07168.76748,en.noclean.c4-train.05637-of-07168.122138,contradiction
158,en.noclean.c4-train.04593-of-07168.7806,en.noclean.c4-train.06881-of-07168.118035,contradiction
158,en.noclean.c4-train.00818-of-07168.121014,en.noclean.c4-train.06953-of-07168.101188,contradiction
158,en.noclean.c4-train.00738-of-07168.60000,en.noclean.c4-train.06745-of-07168.19796,contradiction
158,en.noclean.c4-train.06792-of-07168.77389,en.noclean.c4-train.01245-of-07168.127901,contradiction
158,en.noclean.c4-train.05592-of-07168.49783,en.noclean.c4-train.05790-of-07168.98696,contradiction
158,en.noclean.c4-train.02469-of-07168.24582,en.noclean.c4-train.00543-of-07168.14012,contradiction
158,en.noclean.c4-train.04383-of-07168.21752,en.noclean.c4-train.01176-of-07168.125520,contradiction
158,en.noclean.c4-train.00024-of-07168.88427,en.noclean.c4-train.06704-of-07168.39367,contradiction
158,en.noclean.c4-train.00771-of-07168.95239,en.noclean.c4-train.00404-of-07168.118763,contradiction
158,en.noclean.c4-train.05016-of-07168.45539,en.noclean.c4-train.05167-of-07168.122067,contradiction
158,en.noclean.c4-train.01859-of-07168.76024,en.noclean.c4-train.06561-of-07168.118390,contradiction
158,en.noclean.c4-train.02833-of-07168.39806,en.noclean.c4-train.06343-of-07168.126919,contradiction
158,en.noclean.c4-train.06817-of-07168.56617,en.noclean.c4-train.01741-of-07168.125615,contradiction
158,en.noclean.c4-train.02206-of-07168.53041,en.noclean.c4-train.02160-of-07168.5697,contradiction
158,en.noclean.c4-train.07158-of-07168.72500,en.noclean.c4-train.02126-of-07168.105349,contradiction
158,en.noclean.c4-train.03608-of-07168.62991,en.noclean.c4-train.04667-of-07168.81439,contradiction
158,en.noclean.c4-train.00107-of-07168.92907,en.noclean.c4-train.05287-of-07168.25024,contradiction
158,en.noclean.c4-train.04008-of-07168.140674,en.noclean.c4-train.06957-of-07168.54960,contradiction
158,en.noclean.c4-train.03510-of-07168.135618,en.noclean.c4-train.00963-of-07168.9556,contradiction
158,en.noclean.c4-train.03768-of-07168.27760,en.noclean.c4-train.07011-of-07168.4398,contradiction
158,en.noclean.c4-train.06771-of-07168.142544,en.noclean.c4-train.02706-of-07168.142548,contradiction
158,en.noclean.c4-train.04832-of-07168.50146,en.noclean.c4-train.06618-of-07168.29526,contradiction
158,en.noclean.c4-train.06704-of-07168.66698,en.noclean.c4-train.00275-of-07168.91807,contradiction
158,en.noclean.c4-train.01832-of-07168.67106,en.noclean.c4-train.06816-of-07168.10351,contradiction
158,en.noclean.c4-train.07151-of-07168.96798,en.noclean.c4-train.05592-of-07168.129580,contradiction
158,en.noclean.c4-train.05184-of-07168.56038,en.noclean.c4-train.05556-of-07168.95529,contradiction
158,en.noclean.c4-train.00647-of-07168.62109,en.noclean.c4-train.01467-of-07168.86798,contradiction
158,en.noclean.c4-train.00963-of-07168.131753,en.noclean.c4-train.05482-of-07168.140678,contradiction
158,en.noclean.c4-train.01870-of-07168.31784,en.noclean.c4-train.06608-of-07168.56752,contradiction
158,en.noclean.c4-train.06599-of-07168.118963,en.noclean.c4-train.04510-of-07168.65922,contradiction
158,en.noclean.c4-train.04290-of-07168.71398,en.noclean.c4-train.01894-of-07168.2577,contradiction
158,en.noclean.c4-train.02229-of-07168.56629,en.noclean.c4-train.07054-of-07168.86795,contradiction
158,en.noclean.c4-train.04111-of-07168.144350,en.noclean.c4-train.07010-of-07168.79189,contradiction
158,en.noclean.c4-train.02316-of-07168.139188,en.noclean.c4-train.02472-of-07168.71538,contradiction
158,en.noclean.c4-train.02061-of-07168.42820,en.noclean.c4-train.03181-of-07168.94980,contradiction
158,en.noclean.c4-train.06428-of-07168.1833,en.noclean.c4-train.01658-of-07168.14374,contradiction
158,en.noclean.c4-train.00807-of-07168.13838,en.noclean.c4-train.03715-of-07168.77920,contradiction
158,en.noclean.c4-train.02347-of-07168.44877,en.noclean.c4-train.02087-of-07168.96177,contradiction
158,en.noclean.c4-train.06310-of-07168.44483,en.noclean.c4-train.05381-of-07168.23246,contradiction
158,en.noclean.c4-train.04278-of-07168.63572,en.noclean.c4-train.05392-of-07168.33885,contradiction
159,en.noclean.c4-train.01736-of-07168.83153,en.noclean.c4-train.04838-of-07168.94008,contradiction
159,en.noclean.c4-train.05726-of-07168.144690,en.noclean.c4-train.03604-of-07168.132474,contradiction
159,en.noclean.c4-train.04055-of-07168.70675,en.noclean.c4-train.01260-of-07168.81584,contradiction
159,en.noclean.c4-train.03803-of-07168.35653,en.noclean.c4-train.02722-of-07168.48555,contradiction
159,en.noclean.c4-train.03439-of-07168.16664,en.noclean.c4-train.00068-of-07168.2128,contradiction
159,en.noclean.c4-train.06591-of-07168.68185,en.noclean.c4-train.03847-of-07168.88299,contradiction
159,en.noclean.c4-train.05330-of-07168.86993,en.noclean.c4-train.04603-of-07168.59313,contradiction
159,en.noclean.c4-train.00838-of-07168.49142,en.noclean.c4-train.01064-of-07168.128187,contradiction
159,en.noclean.c4-train.06804-of-07168.29172,en.noclean.c4-train.05592-of-07168.52259,contradiction
159,en.noclean.c4-train.04384-of-07168.57415,en.noclean.c4-train.05592-of-07168.46484,contradiction
159,en.noclean.c4-train.04654-of-07168.46646,en.noclean.c4-train.05329-of-07168.136916,contradiction
160,en.noclean.c4-train.06809-of-07168.52264,en.noclean.c4-train.03155-of-07168.110539,contradiction
160,en.noclean.c4-train.02775-of-07168.68386,en.noclean.c4-train.07044-of-07168.122880,contradiction
160,en.noclean.c4-train.01189-of-07168.3281,en.noclean.c4-train.01089-of-07168.140344,contradiction
160,en.noclean.c4-train.00415-of-07168.74857,en.noclean.c4-train.02893-of-07168.142248,contradiction
160,en.noclean.c4-train.06297-of-07168.71511,en.noclean.c4-train.02995-of-07168.101882,contradiction
160,en.noclean.c4-train.06000-of-07168.85488,en.noclean.c4-train.01610-of-07168.26064,contradiction
160,en.noclean.c4-train.04264-of-07168.103169,en.noclean.c4-train.01903-of-07168.61902,contradiction
161,en.noclean.c4-train.02844-of-07168.114034,en.noclean.c4-train.02718-of-07168.21238,contradiction
161,en.noclean.c4-train.00393-of-07168.113626,en.noclean.c4-train.00160-of-07168.87010,contradiction
161,en.noclean.c4-train.00253-of-07168.145831,en.noclean.c4-train.06764-of-07168.134324,contradiction
161,en.noclean.c4-train.01408-of-07168.56364,en.noclean.c4-train.01269-of-07168.11801,contradiction
161,en.noclean.c4-train.03976-of-07168.122716,en.noclean.c4-train.03017-of-07168.30371,contradiction
161,en.noclean.c4-train.03754-of-07168.16276,en.noclean.c4-train.00083-of-07168.102242,contradiction
162,en.noclean.c4-train.00981-of-07168.120511,en.noclean.c4-train.03312-of-07168.15376,contradiction
163,en.noclean.c4-train.00489-of-07168.129894,en.noclean.c4-train.04665-of-07168.39164,contradiction
163,en.noclean.c4-train.06944-of-07168.61208,en.noclean.c4-train.02420-of-07168.52115,contradiction
163,en.noclean.c4-train.05048-of-07168.997,en.noclean.c4-train.04259-of-07168.58515,contradiction
163,en.noclean.c4-train.03453-of-07168.25354,en.noclean.c4-train.02405-of-07168.34330,contradiction
163,en.noclean.c4-train.04824-of-07168.84688,en.noclean.c4-train.01438-of-07168.99778,contradiction
163,en.noclean.c4-train.04458-of-07168.3626,en.noclean.c4-train.02087-of-07168.118664,contradiction
163,en.noclean.c4-train.06634-of-07168.143253,en.noclean.c4-train.01888-of-07168.71618,contradiction
163,en.noclean.c4-train.02624-of-07168.111785,en.noclean.c4-train.03049-of-07168.108068,contradiction
163,en.noclean.c4-train.00390-of-07168.99916,en.noclean.c4-train.04665-of-07168.6258,contradiction
163,en.noclean.c4-train.01381-of-07168.73130,en.noclean.c4-train.00091-of-07168.52489,contradiction
163,en.noclean.c4-train.04073-of-07168.52515,en.noclean.c4-train.05049-of-07168.20696,contradiction
163,en.noclean.c4-train.05804-of-07168.14327,en.noclean.c4-train.02762-of-07168.107628,contradiction
163,en.noclean.c4-train.06319-of-07168.141396,en.noclean.c4-train.01477-of-07168.118237,contradiction
163,en.noclean.c4-train.06585-of-07168.34009,en.noclean.c4-train.01933-of-07168.65166,contradiction
163,en.noclean.c4-train.04432-of-07168.55753,en.noclean.c4-train.06105-of-07168.87779,contradiction
163,en.noclean.c4-train.06646-of-07168.131351,en.noclean.c4-train.05489-of-07168.8143,contradiction
163,en.noclean.c4-train.04869-of-07168.15548,en.noclean.c4-train.06584-of-07168.78897,contradiction
163,en.noclean.c4-train.01140-of-07168.26439,en.noclean.c4-train.00811-of-07168.19111,contradiction
163,en.noclean.c4-train.00737-of-07168.143468,en.noclean.c4-train.00794-of-07168.116249,contradiction
163,en.noclean.c4-train.04649-of-07168.1386,en.noclean.c4-train.04628-of-07168.29930,contradiction
163,en.noclean.c4-train.06782-of-07168.29605,en.noclean.c4-train.01594-of-07168.47339,contradiction
163,en.noclean.c4-train.03635-of-07168.56712,en.noclean.c4-train.04873-of-07168.71610,contradiction
163,en.noclean.c4-train.02494-of-07168.18906,en.noclean.c4-train.00478-of-07168.56954,contradiction
163,en.noclean.c4-train.03707-of-07168.602,en.noclean.c4-train.01441-of-07168.27543,contradiction
163,en.noclean.c4-train.03318-of-07168.85021,en.noclean.c4-train.01902-of-07168.120153,contradiction
163,en.noclean.c4-train.03679-of-07168.58005,en.noclean.c4-train.03965-of-07168.121066,contradiction
163,en.noclean.c4-train.01795-of-07168.108083,en.noclean.c4-train.06645-of-07168.96649,contradiction
163,en.noclean.c4-train.00018-of-07168.53685,en.noclean.c4-train.01597-of-07168.137163,contradiction
163,en.noclean.c4-train.03991-of-07168.89651,en.noclean.c4-train.00834-of-07168.61854,contradiction
163,en.noclean.c4-train.05617-of-07168.25602,en.noclean.c4-train.01568-of-07168.98736,contradiction
163,en.noclean.c4-train.04167-of-07168.85779,en.noclean.c4-train.02828-of-07168.39912,contradiction
163,en.noclean.c4-train.04037-of-07168.63721,en.noclean.c4-train.03855-of-07168.117542,contradiction
164,en.noclean.c4-train.03847-of-07168.67793,en.noclean.c4-train.03506-of-07168.3941,contradiction
164,en.noclean.c4-train.02477-of-07168.61086,en.noclean.c4-train.07069-of-07168.48303,contradiction
164,en.noclean.c4-train.05745-of-07168.106962,en.noclean.c4-train.00866-of-07168.143736,contradiction
164,en.noclean.c4-train.04243-of-07168.40994,en.noclean.c4-train.06951-of-07168.89426,contradiction
164,en.noclean.c4-train.02782-of-07168.78576,en.noclean.c4-train.01759-of-07168.133166,contradiction
164,en.noclean.c4-train.01092-of-07168.116900,en.noclean.c4-train.06670-of-07168.143827,contradiction
164,en.noclean.c4-train.05914-of-07168.15040,en.noclean.c4-train.06409-of-07168.104880,contradiction
164,en.noclean.c4-train.03869-of-07168.101326,en.noclean.c4-train.00431-of-07168.89384,contradiction
164,en.noclean.c4-train.06600-of-07168.72208,en.noclean.c4-train.02315-of-07168.6291,contradiction
164,en.noclean.c4-train.00817-of-07168.139408,en.noclean.c4-train.06819-of-07168.135606,contradiction
164,en.noclean.c4-train.00609-of-07168.15549,en.noclean.c4-train.01905-of-07168.137497,contradiction
164,en.noclean.c4-train.02705-of-07168.54179,en.noclean.c4-train.05059-of-07168.137880,contradiction
164,en.noclean.c4-train.05070-of-07168.112095,en.noclean.c4-train.05924-of-07168.145853,contradiction
164,en.noclean.c4-train.03890-of-07168.127211,en.noclean.c4-train.03751-of-07168.104808,contradiction
164,en.noclean.c4-train.03523-of-07168.9832,en.noclean.c4-train.00487-of-07168.140865,contradiction
164,en.noclean.c4-train.00430-of-07168.115720,en.noclean.c4-train.02221-of-07168.99098,contradiction
164,en.noclean.c4-train.01820-of-07168.119959,en.noclean.c4-train.03504-of-07168.101328,contradiction
164,en.noclean.c4-train.02854-of-07168.116483,en.noclean.c4-train.01479-of-07168.103008,contradiction
164,en.noclean.c4-train.02726-of-07168.26594,en.noclean.c4-train.06151-of-07168.55671,contradiction
164,en.noclean.c4-train.00993-of-07168.39796,en.noclean.c4-train.00390-of-07168.109069,contradiction
164,en.noclean.c4-train.02524-of-07168.126693,en.noclean.c4-train.03805-of-07168.133145,contradiction
164,en.noclean.c4-train.04682-of-07168.139638,en.noclean.c4-train.00286-of-07168.102294,contradiction
164,en.noclean.c4-train.06707-of-07168.90452,en.noclean.c4-train.06946-of-07168.48457,contradiction
167,en.noclean.c4-train.06213-of-07168.81843,en.noclean.c4-train.02090-of-07168.87470,contradiction
167,en.noclean.c4-train.04915-of-07168.59476,en.noclean.c4-train.01102-of-07168.96446,contradiction
167,en.noclean.c4-train.03126-of-07168.64661,en.noclean.c4-train.03001-of-07168.131613,contradiction
167,en.noclean.c4-train.06956-of-07168.46650,en.noclean.c4-train.03376-of-07168.146410,contradiction
167,en.noclean.c4-train.03694-of-07168.23568,en.noclean.c4-train.04286-of-07168.11624,contradiction
167,en.noclean.c4-train.05497-of-07168.67245,en.noclean.c4-train.00989-of-07168.144003,contradiction
167,en.noclean.c4-train.06313-of-07168.22070,en.noclean.c4-train.05559-of-07168.40809,contradiction
167,en.noclean.c4-train.06456-of-07168.104833,en.noclean.c4-train.02146-of-07168.129666,contradiction
167,en.noclean.c4-train.07028-of-07168.5782,en.noclean.c4-train.03565-of-07168.89746,contradiction
167,en.noclean.c4-train.07145-of-07168.83590,en.noclean.c4-train.04657-of-07168.103509,contradiction
167,en.noclean.c4-train.02399-of-07168.93410,en.noclean.c4-train.02036-of-07168.133948,contradiction
167,en.noclean.c4-train.02608-of-07168.43522,en.noclean.c4-train.01814-of-07168.140749,contradiction
167,en.noclean.c4-train.01553-of-07168.77027,en.noclean.c4-train.01687-of-07168.43855,contradiction
167,en.noclean.c4-train.02321-of-07168.131601,en.noclean.c4-train.01724-of-07168.31666,contradiction
167,en.noclean.c4-train.06512-of-07168.32062,en.noclean.c4-train.03950-of-07168.143751,contradiction
167,en.noclean.c4-train.01425-of-07168.9482,en.noclean.c4-train.05063-of-07168.90043,contradiction
167,en.noclean.c4-train.01130-of-07168.74925,en.noclean.c4-train.05428-of-07168.118439,contradiction
167,en.noclean.c4-train.06340-of-07168.84239,en.noclean.c4-train.03683-of-07168.40972,contradiction
167,en.noclean.c4-train.05360-of-07168.109796,en.noclean.c4-train.04015-of-07168.46153,contradiction
167,en.noclean.c4-train.00291-of-07168.53401,en.noclean.c4-train.03935-of-07168.110205,contradiction
167,en.noclean.c4-train.05039-of-07168.34963,en.noclean.c4-train.02787-of-07168.120298,contradiction
167,en.noclean.c4-train.03651-of-07168.121990,en.noclean.c4-train.05173-of-07168.75365,contradiction
167,en.noclean.c4-train.07127-of-07168.21479,en.noclean.c4-train.01454-of-07168.36905,contradiction
167,en.noclean.c4-train.00132-of-07168.75867,en.noclean.c4-train.02596-of-07168.36853,contradiction
167,en.noclean.c4-train.03021-of-07168.92952,en.noclean.c4-train.01484-of-07168.70990,contradiction
167,en.noclean.c4-train.02933-of-07168.119145,en.noclean.c4-train.04610-of-07168.94560,contradiction
167,en.noclean.c4-train.02411-of-07168.107099,en.noclean.c4-train.04170-of-07168.243,contradiction
167,en.noclean.c4-train.05084-of-07168.48661,en.noclean.c4-train.01277-of-07168.110011,contradiction
167,en.noclean.c4-train.03762-of-07168.128749,en.noclean.c4-train.00226-of-07168.120459,contradiction
168,en.noclean.c4-train.06999-of-07168.67249,en.noclean.c4-train.03451-of-07168.65286,contradiction
168,en.noclean.c4-train.04061-of-07168.28668,en.noclean.c4-train.05339-of-07168.19051,contradiction
168,en.noclean.c4-train.01225-of-07168.143469,en.noclean.c4-train.04125-of-07168.52673,contradiction
168,en.noclean.c4-train.04543-of-07168.67259,en.noclean.c4-train.04551-of-07168.125015,contradiction
168,en.noclean.c4-train.07046-of-07168.95179,en.noclean.c4-train.01350-of-07168.90830,contradiction
168,en.noclean.c4-train.06184-of-07168.6005,en.noclean.c4-train.01254-of-07168.11128,contradiction
168,en.noclean.c4-train.00459-of-07168.125665,en.noclean.c4-train.01019-of-07168.39268,contradiction
168,en.noclean.c4-train.05905-of-07168.142075,en.noclean.c4-train.02964-of-07168.45688,contradiction
168,en.noclean.c4-train.03445-of-07168.134467,en.noclean.c4-train.02568-of-07168.46175,contradiction
168,en.noclean.c4-train.04563-of-07168.91271,en.noclean.c4-train.00917-of-07168.9888,contradiction
168,en.noclean.c4-train.04680-of-07168.92259,en.noclean.c4-train.01691-of-07168.53808,contradiction
168,en.noclean.c4-train.01890-of-07168.140312,en.noclean.c4-train.04733-of-07168.133814,contradiction
168,en.noclean.c4-train.04944-of-07168.45012,en.noclean.c4-train.05972-of-07168.65588,contradiction
168,en.noclean.c4-train.01894-of-07168.138140,en.noclean.c4-train.02542-of-07168.19580,contradiction
170,en.noclean.c4-train.03465-of-07168.61684,en.noclean.c4-train.04718-of-07168.75608,contradiction
170,en.noclean.c4-train.04402-of-07168.31852,en.noclean.c4-train.06050-of-07168.48635,contradiction
170,en.noclean.c4-train.05169-of-07168.58787,en.noclean.c4-train.06319-of-07168.16458,contradiction
170,en.noclean.c4-train.02106-of-07168.88008,en.noclean.c4-train.02104-of-07168.55900,contradiction
170,en.noclean.c4-train.02453-of-07168.65945,en.noclean.c4-train.05337-of-07168.60343,contradiction
170,en.noclean.c4-train.00775-of-07168.68527,en.noclean.c4-train.05001-of-07168.129603,contradiction
170,en.noclean.c4-train.01430-of-07168.109302,en.noclean.c4-train.05371-of-07168.17410,contradiction
170,en.noclean.c4-train.06389-of-07168.123389,en.noclean.c4-train.03380-of-07168.1256,contradiction
170,en.noclean.c4-train.00143-of-07168.73739,en.noclean.c4-train.02463-of-07168.98432,contradiction
170,en.noclean.c4-train.03634-of-07168.94154,en.noclean.c4-train.01107-of-07168.46001,contradiction
170,en.noclean.c4-train.03997-of-07168.91159,en.noclean.c4-train.02320-of-07168.77135,contradiction
170,en.noclean.c4-train.02099-of-07168.143612,en.noclean.c4-train.00519-of-07168.33397,contradiction
170,en.noclean.c4-train.04264-of-07168.13705,en.noclean.c4-train.02702-of-07168.73008,contradiction
170,en.noclean.c4-train.01459-of-07168.8589,en.noclean.c4-train.06576-of-07168.35403,contradiction
170,en.noclean.c4-train.03187-of-07168.80921,en.noclean.c4-train.00351-of-07168.45102,contradiction
170,en.noclean.c4-train.01590-of-07168.80459,en.noclean.c4-train.05791-of-07168.7345,contradiction
170,en.noclean.c4-train.06254-of-07168.23305,en.noclean.c4-train.01489-of-07168.98593,contradiction
170,en.noclean.c4-train.03984-of-07168.63417,en.noclean.c4-train.03106-of-07168.57955,contradiction
173,en.noclean.c4-train.00051-of-07168.42279,en.noclean.c4-train.01033-of-07168.107836,contradiction
173,en.noclean.c4-train.01494-of-07168.78723,en.noclean.c4-train.04440-of-07168.117239,contradiction
173,en.noclean.c4-train.03085-of-07168.75580,en.noclean.c4-train.01144-of-07168.90362,contradiction
173,en.noclean.c4-train.00042-of-07168.74320,en.noclean.c4-train.00752-of-07168.122994,contradiction
173,en.noclean.c4-train.01193-of-07168.129795,en.noclean.c4-train.00922-of-07168.77390,contradiction
173,en.noclean.c4-train.06160-of-07168.93825,en.noclean.c4-train.02242-of-07168.56820,contradiction
173,en.noclean.c4-train.02293-of-07168.80032,en.noclean.c4-train.06779-of-07168.134435,contradiction
173,en.noclean.c4-train.00061-of-07168.19631,en.noclean.c4-train.06031-of-07168.84734,contradiction
173,en.noclean.c4-train.01574-of-07168.58676,en.noclean.c4-train.02651-of-07168.81403,contradiction
173,en.noclean.c4-train.05108-of-07168.39981,en.noclean.c4-train.05813-of-07168.97355,contradiction
173,en.noclean.c4-train.00224-of-07168.20530,en.noclean.c4-train.06901-of-07168.80499,contradiction
173,en.noclean.c4-train.00598-of-07168.134930,en.noclean.c4-train.03036-of-07168.4203,contradiction
173,en.noclean.c4-train.02382-of-07168.72854,en.noclean.c4-train.01470-of-07168.11375,contradiction
173,en.noclean.c4-train.05471-of-07168.102994,en.noclean.c4-train.06138-of-07168.986,contradiction
173,en.noclean.c4-train.05921-of-07168.53291,en.noclean.c4-train.01704-of-07168.126551,contradiction
173,en.noclean.c4-train.04799-of-07168.102699,en.noclean.c4-train.02896-of-07168.63932,contradiction
173,en.noclean.c4-train.05391-of-07168.122029,en.noclean.c4-train.03211-of-07168.31545,contradiction
173,en.noclean.c4-train.01288-of-07168.139666,en.noclean.c4-train.04692-of-07168.12256,contradiction
173,en.noclean.c4-train.02793-of-07168.76998,en.noclean.c4-train.05407-of-07168.46163,contradiction
173,en.noclean.c4-train.02325-of-07168.63545,en.noclean.c4-train.01378-of-07168.135069,contradiction
173,en.noclean.c4-train.00672-of-07168.21823,en.noclean.c4-train.06137-of-07168.100464,contradiction
173,en.noclean.c4-train.00399-of-07168.15427,en.noclean.c4-train.05896-of-07168.107411,contradiction
175,en.noclean.c4-train.05139-of-07168.6296,en.noclean.c4-train.03192-of-07168.49851,contradiction
175,en.noclean.c4-train.00656-of-07168.50342,en.noclean.c4-train.04834-of-07168.108855,contradiction
175,en.noclean.c4-train.06077-of-07168.40999,en.noclean.c4-train.02179-of-07168.28855,contradiction
175,en.noclean.c4-train.04218-of-07168.137533,en.noclean.c4-train.00647-of-07168.79581,contradiction
175,en.noclean.c4-train.00438-of-07168.116827,en.noclean.c4-train.04245-of-07168.144259,contradiction
175,en.noclean.c4-train.00176-of-07168.138116,en.noclean.c4-train.07080-of-07168.11094,contradiction
177,en.noclean.c4-train.00907-of-07168.118630,en.noclean.c4-train.04608-of-07168.34722,contradiction
177,en.noclean.c4-train.03470-of-07168.132089,en.noclean.c4-train.03120-of-07168.5155,contradiction
178,en.noclean.c4-train.01671-of-07168.1310,en.noclean.c4-train.03033-of-07168.58415,contradiction
178,en.noclean.c4-train.05421-of-07168.4038,en.noclean.c4-train.06792-of-07168.143937,contradiction
178,en.noclean.c4-train.00374-of-07168.125751,en.noclean.c4-train.05627-of-07168.70918,contradiction
178,en.noclean.c4-train.00512-of-07168.114885,en.noclean.c4-train.05818-of-07168.41870,contradiction
178,en.noclean.c4-train.02099-of-07168.34076,en.noclean.c4-train.04659-of-07168.23601,contradiction
178,en.noclean.c4-train.03528-of-07168.128449,en.noclean.c4-train.03893-of-07168.96131,contradiction
178,en.noclean.c4-train.02892-of-07168.9671,en.noclean.c4-train.03026-of-07168.147609,contradiction
178,en.noclean.c4-train.02331-of-07168.89155,en.noclean.c4-train.04348-of-07168.108202,contradiction
178,en.noclean.c4-train.06317-of-07168.89418,en.noclean.c4-train.00469-of-07168.66471,contradiction
178,en.noclean.c4-train.05781-of-07168.145082,en.noclean.c4-train.00083-of-07168.98923,contradiction
178,en.noclean.c4-train.06291-of-07168.27189,en.noclean.c4-train.01785-of-07168.127427,contradiction
178,en.noclean.c4-train.06585-of-07168.72574,en.noclean.c4-train.06056-of-07168.92446,contradiction
178,en.noclean.c4-train.05002-of-07168.11373,en.noclean.c4-train.01970-of-07168.50112,contradiction
178,en.noclean.c4-train.04048-of-07168.1693,en.noclean.c4-train.04804-of-07168.142436,contradiction
178,en.noclean.c4-train.02984-of-07168.8506,en.noclean.c4-train.01541-of-07168.56213,contradiction
178,en.noclean.c4-train.02604-of-07168.74782,en.noclean.c4-train.01794-of-07168.40957,contradiction
178,en.noclean.c4-train.00012-of-07168.139795,en.noclean.c4-train.02912-of-07168.93053,contradiction
178,en.noclean.c4-train.02577-of-07168.139362,en.noclean.c4-train.01888-of-07168.61188,contradiction
178,en.noclean.c4-train.00637-of-07168.136879,en.noclean.c4-train.03794-of-07168.118039,contradiction
179,en.noclean.c4-train.03674-of-07168.129860,en.noclean.c4-train.05809-of-07168.35759,contradiction
179,en.noclean.c4-train.04055-of-07168.73818,en.noclean.c4-train.06587-of-07168.91246,contradiction
179,en.noclean.c4-train.03418-of-07168.53275,en.noclean.c4-train.03994-of-07168.2262,contradiction
179,en.noclean.c4-train.01309-of-07168.31934,en.noclean.c4-train.07099-of-07168.99404,contradiction
179,en.noclean.c4-train.02816-of-07168.57490,en.noclean.c4-train.00067-of-07168.116876,contradiction
179,en.noclean.c4-train.00235-of-07168.144683,en.noclean.c4-train.01718-of-07168.75429,contradiction
179,en.noclean.c4-train.04069-of-07168.12262,en.noclean.c4-train.05470-of-07168.39574,contradiction
179,en.noclean.c4-train.03583-of-07168.104988,en.noclean.c4-train.04457-of-07168.29177,contradiction
179,en.noclean.c4-train.02912-of-07168.129620,en.noclean.c4-train.03714-of-07168.111718,contradiction
179,en.noclean.c4-train.00515-of-07168.117593,en.noclean.c4-train.06241-of-07168.6914,contradiction
179,en.noclean.c4-train.07094-of-07168.55300,en.noclean.c4-train.00212-of-07168.72135,contradiction
179,en.noclean.c4-train.00778-of-07168.96122,en.noclean.c4-train.06388-of-07168.54039,contradiction
179,en.noclean.c4-train.03060-of-07168.73160,en.noclean.c4-train.00712-of-07168.141463,contradiction
179,en.noclean.c4-train.06542-of-07168.23324,en.noclean.c4-train.03145-of-07168.68397,contradiction
179,en.noclean.c4-train.03976-of-07168.121575,en.noclean.c4-train.00523-of-07168.129201,contradiction
179,en.noclean.c4-train.05596-of-07168.133356,en.noclean.c4-train.05939-of-07168.45060,contradiction
179,en.noclean.c4-train.03652-of-07168.136424,en.noclean.c4-train.05026-of-07168.21185,contradiction
179,en.noclean.c4-train.04578-of-07168.418,en.noclean.c4-train.01884-of-07168.139835,contradiction
179,en.noclean.c4-train.05862-of-07168.24638,en.noclean.c4-train.06438-of-07168.28632,contradiction
179,en.noclean.c4-train.05769-of-07168.124860,en.noclean.c4-train.04436-of-07168.115197,contradiction
179,en.noclean.c4-train.03460-of-07168.131154,en.noclean.c4-train.07045-of-07168.14003,contradiction
179,en.noclean.c4-train.02607-of-07168.98094,en.noclean.c4-train.00216-of-07168.11759,contradiction
179,en.noclean.c4-train.02841-of-07168.36208,en.noclean.c4-train.04855-of-07168.98774,contradiction
179,en.noclean.c4-train.00410-of-07168.95713,en.noclean.c4-train.06282-of-07168.45677,contradiction
179,en.noclean.c4-train.00160-of-07168.56764,en.noclean.c4-train.01648-of-07168.108114,contradiction
179,en.noclean.c4-train.01094-of-07168.76552,en.noclean.c4-train.02922-of-07168.148322,contradiction
179,en.noclean.c4-train.01872-of-07168.5930,en.noclean.c4-train.01811-of-07168.125828,contradiction
